#,MM:DD:YYYY,HH:MM:SS,PM1.0,PM2.5,PM10.0,TVOC(ppb),CO2(ppm)
 541  , 9/12/2021, 6:16: 0 AM,   0,   0,   0, 1031, 1436
 542  , 9/12/2021, 6:17: 0 AM,   0,   0,   0, 1023, 1401
 543  , 9/12/2021, 6:18: 0 AM,   0,   0,   0, 1026, 1418
 544  , 9/12/2021, 6:19: 0 AM,   0,   1,   1, 1037, 1391
 545  , 9/12/2021, 6:20: 0 AM,   0,   0,   0, 1023, 1386
 546  , 9/12/2021, 6:21: 0 AM,   0,   0,   0, 1027, 1402
 547  , 9/12/2021, 6:22: 0 AM,   0,   0,   0,  998, 1369
 548  , 9/12/2021, 6:23: 0 AM,   0,   0,   0,  997, 1378
 549  , 9/12/2021, 6:24: 0 AM,   0,   0,   0, 1029, 1373
 550  , 9/12/2021, 6:25: 0 AM,   0,   0,   0, 1060, 1415
 551  , 9/12/2021, 6:26: 0 AM,   0,   0,   0, 1016, 1369
 552  , 9/12/2021, 6:27: 0 AM,   0,   0,   0, 1023, 1404
 553  , 9/12/2021, 6:28: 0 AM,   0,   0,   0, 1024, 1391
 554  , 9/12/2021, 6:29: 0 AM,   0,   0,   0, 1010, 1369
 555  , 9/12/2021, 6:30: 0 AM,   0,   0,   0, 1016, 1363
 556  , 9/12/2021, 6:31: 0 AM,   0,   0,   0, 1006, 1370
 557  , 9/12/2021, 6:32: 0 AM,   0,   0,   0, 1022, 1387
 558  , 9/12/2021, 6:33: 0 AM,   0,   0,   0, 1007, 1350
 559  , 9/12/2021, 6:34: 0 AM,   0,   0,   0, 1008, 1360
 560  , 9/12/2021, 6:35: 0 AM,   0,   0,   0, 1017, 1360
 561  , 9/12/2021, 6:36: 0 AM,   0,   0,   0,  986, 1339
 562  , 9/12/2021, 6:37: 0 AM,   0,   0,   0,  999, 1356
 563  , 9/12/2021, 6:38: 0 AM,   0,   0,   0,  987, 1325
 564  , 9/12/2021, 6:39: 0 AM,   0,   0,   0, 1010, 1357
 565  , 9/12/2021, 6:40: 0 AM,   0,   0,   0, 1015, 1361
 566  , 9/12/2021, 6:41: 0 AM,   0,   0,   0, 1018, 1355
 567  , 9/12/2021, 6:42: 0 AM,   0,   0,   0,  995, 1344
 568  , 9/12/2021, 6:43: 0 AM,   0,   0,   0,  992, 1320
 569  , 9/12/2021, 6:44: 0 AM,   0,   0,   0, 1005, 1344
 570  , 9/12/2021, 6:45: 0 AM,   0,   0,   0, 1001, 1334
 571  , 9/12/2021, 6:46: 0 AM,   0,   0,   0, 1020, 1333
 572  , 9/12/2021, 6:47: 0 AM,   0,   0,   0,  992, 1308
 573  , 9/12/2021, 6:48: 0 AM,   0,   0,   0,  991, 1321
 574  , 9/12/2021, 6:49: 0 AM,   0,   0,   0,  988, 1309
 575  , 9/12/2021, 6:50: 0 AM,   0,   0,   0,  989, 1327
 576  , 9/12/2021, 6:51: 0 AM,   0,   0,   0,  983, 1336
 577  , 9/12/2021, 6:52: 0 AM,   0,   0,   0, 1005, 1311
 578  , 9/12/2021, 6:53: 0 AM,   0,   0,   0,  973, 1302
 579  , 9/12/2021, 6:54: 0 AM,   0,   0,   0,  974, 1292
 580  , 9/12/2021, 6:55: 0 AM,   0,   0,   0,  980, 1293
 581  , 9/12/2021, 6:56: 0 AM,   0,   0,   0,  995, 1316
 582  , 9/12/2021, 6:57: 0 AM,   0,   0,   0,  991, 1308
 583  , 9/12/2021, 6:58: 0 AM,   0,   0,   0,  978, 1313
 584  , 9/12/2021, 6:59: 0 AM,   1,   1,   1,  987, 1304
 585  , 9/12/2021, 7: 0: 0 AM,   0,   0,   0, 1006, 1326
 586  , 9/12/2021, 7: 1: 0 AM,   0,   0,   0,  969, 1309
 587  , 9/12/2021, 7: 2: 0 AM,   0,   0,   1,  966, 1261
 588  , 9/12/2021, 7: 3: 0 AM,   0,   0,   0,  983, 1294
 589  , 9/12/2021, 7: 4: 0 AM,   0,   0,   0,  962, 1263
 590  , 9/12/2021, 7: 5: 0 AM,   0,   0,   0,  963, 1266
 591  , 9/12/2021, 7: 6: 0 AM,   0,   0,   0,  956, 1244
 592  , 9/12/2021, 7: 7: 0 AM,   0,   0,   0,  961, 1283
 593  , 9/12/2021, 7: 8: 0 AM,   0,   0,   0,  973, 1272
 594  , 9/12/2021, 7: 9: 0 AM,   0,   0,   0,  941, 1261
 595  , 9/12/2021, 7:10: 0 AM,   0,   0,   0,  970, 1255
 596  , 9/12/2021, 7:11: 0 AM,   0,   0,   0,  956, 1255
 597  , 9/12/2021, 7:12: 0 AM,   0,   0,   0,  973, 1292
 598  , 9/12/2021, 7:13: 0 AM,   0,   0,   0,  978, 1267
 599  , 9/12/2021, 7:14: 0 AM,   0,   0,   0,  954, 1270
 600  , 9/12/2021, 7:15: 0 AM,   0,   0,   0,  974, 1281
 601  , 9/12/2021, 7:16: 0 AM,   0,   0,   1,  973, 1262
 602  , 9/12/2021, 7:17: 0 AM,   0,   0,   0,  945, 1264
 603  , 9/12/2021, 7:18: 0 AM,   0,   0,   0,  965, 1268
 604  , 9/12/2021, 7:19: 0 AM,   0,   0,   0,  944, 1259
 605  , 9/12/2021, 7:20: 0 AM,   0,   0,   0,  975, 1248
 606  , 9/12/2021, 7:21: 0 AM,   0,   0,   1,  981, 1269
 607  , 9/12/2021, 7:22: 0 AM,   0,   0,   0,  964, 1272
 608  , 9/12/2021, 7:23: 0 AM,   0,   0,   0,  965, 1278
 609  , 9/12/2021, 7:24: 0 AM,   0,   0,   0,  980, 1285
 610  , 9/12/2021, 7:25: 0 AM,   0,   0,   0,  979, 1315
 611  , 9/12/2021, 7:26: 0 AM,   0,   0,   0,  958, 1298
 612  , 9/12/2021, 7:27: 0 AM,   0,   0,   0,  938, 1289
 613  , 9/12/2021, 7:28: 0 AM,   0,   0,   0,  953, 1272
 614  , 9/12/2021, 7:29: 0 AM,   0,   0,   0,  956, 1306
 615  , 9/12/2021, 7:30: 0 AM,   0,   0,   0,  939, 1255
 616  , 9/12/2021, 7:31: 0 AM,   0,   0,   0,  939, 1248
 617  , 9/12/2021, 7:32: 0 AM,   0,   0,   0,  961, 1256
 618  , 9/12/2021, 7:33: 0 AM,   0,   0,   0,  952, 1247
 619  , 9/12/2021, 7:34: 0 AM,   0,   0,   0,  955, 1247
 620  , 9/12/2021, 7:35: 0 AM,   0,   0,   0,  962, 1252
 621  , 9/12/2021, 7:36: 0 AM,   0,   0,   0,  939, 1235
 622  , 9/12/2021, 7:37: 0 AM,   0,   0,   0,  958, 1282
 623  , 9/12/2021, 7:38: 0 AM,   0,   0,   0,  962, 1219
 624  , 9/12/2021, 7:39: 0 AM,   0,   0,   0,  958, 1234
 625  , 9/12/2021, 7:40: 0 AM,   0,   0,   0,  945, 1231
 626  , 9/12/2021, 7:41: 0 AM,   0,   0,   0,  966, 1249
 627  , 9/12/2021, 7:42: 0 AM,   0,   0,   0,  953, 1253
 628  , 9/12/2021, 7:43: 0 AM,   0,   0,   0,  942, 1221
 629  , 9/12/2021, 7:44: 0 AM,   0,   0,   0,  962, 1248
 630  , 9/12/2021, 7:45: 0 AM,   0,   0,   0,  958, 1245
 631  , 9/12/2021, 7:46: 0 AM,   0,   0,   0,  971, 1259
 632  , 9/12/2021, 7:47: 0 AM,   0,   0,   0,  957, 1244
 633  , 9/12/2021, 7:48: 0 AM,   0,   0,   0,  950, 1289
 634  , 9/12/2021, 7:49: 0 AM,   0,   0,   0,  942, 1250
 635  , 9/12/2021, 7:50: 0 AM,   0,   0,   0,  961, 1247
 636  , 9/12/2021, 7:51: 0 AM,   0,   0,   0,  964, 1314
 637  , 9/12/2021, 7:52: 0 AM,   0,   0,   0,  987, 1276
 638  , 9/12/2021, 7:53: 0 AM,   0,   0,   0,  955, 1295
 639  , 9/12/2021, 7:54: 0 AM,   0,   0,   0,  966, 1283
 640  , 9/12/2021, 7:55: 0 AM,   0,   0,   0,  970, 1286
 641  , 9/12/2021, 7:56: 0 AM,   0,   0,   0,  982, 1305
 642  , 9/12/2021, 7:57: 0 AM,   0,   0,   0,  967, 1288
